Soil Moisture,Temperature,Soil Humidity,Status
67,5,67,OFF
35,28,27,ON
19,33,31,ON
7,5,33,OFF
47,7,64,ON
31,39,56,OFF
37,9,35,ON
74,34,61,OFF
19,14,49,ON
54,8,52,OFF
28,21,60,OFF
18,3,28,ON
88,15,32,ON
66,21,53,ON
72,9,61,OFF
2,45,53,ON
25,28,29,OFF
90,2,66,OFF
11,29,30,ON
29,26,59,OFF
52,37,47,ON
37,29,61,ON
25,33,50,ON
2,0,27,ON
27,5,27,OFF
78,31,58,ON
12,28,48,ON
8,2,45,OFF
39,28,53,OFF
34,39,48,ON
23,44,47,ON
19,10,41,ON
7,36,44,ON
19,23,70,OFF
33,16,33,ON
11,44,46,ON
44,3,56,ON
47,28,39,ON
60,11,49,OFF
46,30,45,ON
89,21,39,OFF
89,1,29,OFF
40,18,68,ON
48,8,63,OFF
66,38,58,ON
62,12,69,ON
25,14,32,ON
90,27,38,ON
51,44,31,ON
5,22,24,OFF
59,22,28,OFF
46,5,55,OFF
72,33,34,OFF
54,10,29,OFF
70,28,51,ON
40,15,42,ON
57,21,55,ON
65,2,40,OFF
21,27,46,ON
20,6,57,OFF
40,17,55,OFF
89,45,62,OFF
18,23,24,ON
4,11,65,ON
85,18,43,OFF
68,10,25,OFF
85,17,45,OFF
55,15,65,ON
79,34,36,OFF
13,7,46,ON
4,19,50,ON
87,36,61,OFF
1,44,25,ON
24,16,48,OFF
2,22,20,ON
39,2,60,OFF
85,41,65,OFF
44,2,64,ON
74,41,23,OFF
83,40,43,ON
32,31,27,ON
79,44,59,OFF
57,40,40,ON
79,27,25,OFF
67,3,34,ON
26,28,67,ON
1,20,33,OFF
49,14,49,ON
41,33,37,OFF
8,40,29,ON
31,3,52,OFF
18,34,50,ON
25,10,39,OFF
11,15,37,ON
5,16,23,ON
27,17,50,OFF
20,19,27,ON
78,0,22,OFF
43,38,30,ON
75,43,59,ON
7,35,31,ON
38,35,60,ON
18,5,55,ON
21,12,66,ON
10,15,21,ON
41,2,67,OFF
87,39,61,OFF
63,0,68,OFF
65,39,23,OFF
41,9,34,ON
51,1,56,OFF
33,37,57,ON
67,23,60,OFF
86,7,54,OFF
32,39,24,ON
26,15,70,ON
45,19,57,OFF
80,29,29,OFF
47,39,66,ON
80,10,65,ON
75,28,42,OFF
33,25,67,ON
56,15,48,ON
74,26,33,OFF
87,15,52,OFF
51,25,52,ON
45,39,32,ON
33,0,70,OFF
79,22,51,OFF
50,37,66,ON
39,37,27,ON
84,10,42,OFF
6,36,48,ON
50,45,34,ON
52,34,33,ON
57,42,53,ON
44,38,37,ON
25,35,46,ON
3,6,62,ON
44,26,53,ON
68,35,51,OFF
88,35,56,ON
86,9,24,OFF
79,15,52,OFF
88,26,69,OFF
45,28,28,OFF
23,36,41,ON
33,37,51,OFF
8,7,29,ON
12,16,53,OFF
67,22,45,OFF
77,14,68,ON
74,23,28,OFF
40,10,66,ON
39,28,43,OFF
86,30,57,OFF
22,45,51,ON
87,42,31,OFF
36,32,22,ON
30,23,64,ON
9,41,35,ON
19,25,46,ON
56,26,25,ON
1,26,64,ON
14,13,40,ON
58,22,26,ON
52,6,30,OFF
28,12,70,ON
56,35,32,ON
51,42,70,ON
79,23,32,ON
77,4,38,OFF
45,29,48,ON
21,14,68,ON
46,36,32,ON
36,8,39,OFF
83,32,45,OFF
13,13,20,ON
37,11,32,ON
35,17,63,OFF
83,16,27,OFF
4,30,30,OFF
17,31,21,ON
6,17,50,ON
30,32,30,ON
65,33,46,ON
47,15,54,OFF
78,38,34,ON
14,24,38,ON
23,32,53,ON
23,17,30,OFF
82,43,62,ON
52,38,29,OFF
73,0,58,OFF
24,11,37,ON
80,21,34,OFF
5,31,21,OFF
22,24,63,OFF
87,42,56,ON
16,36,35,ON
51,36,52,ON
3,34,28,ON
88,14,62,OFF
53,24,30,OFF
65,10,37,ON
18,5,28,ON
6,9,70,ON
54,4,40,OFF
33,2,37,OFF
18,24,43,OFF
26,24,61,OFF
70,36,57,ON
12,8,60,OFF
48,41,53,OFF
78,20,30,OFF
90,17,53,OFF
78,45,37,OFF
18,17,58,OFF
8,29,59,ON
6,22,38,OFF
40,15,23,OFF
49,15,41,ON
63,35,25,OFF
2,5,32,OFF
60,42,63,ON
56,31,38,ON
85,41,68,OFF
72,39,60,OFF
62,16,57,OFF
29,19,27,ON
14,37,70,ON
38,2,54,OFF
47,35,25,ON
43,36,55,ON
63,4,35,ON
61,10,63,OFF
65,0,66,OFF
58,17,58,OFF
28,27,42,ON
4,29,59,ON
13,31,38,ON
10,18,61,OFF
1,34,53,ON
12,32,41,ON
53,15,46,ON
35,26,39,ON
75,2,27,OFF
8,39,40,OFF
57,12,41,ON
24,5,24,OFF
31,6,66,OFF
70,44,70,ON
39,39,62,ON
82,31,64,ON
51,10,61,OFF
46,45,70,OFF
63,35,36,OFF
57,18,28,OFF
44,42,51,ON
3,7,31,ON
27,13,68,ON
11,41,63,ON
75,42,42,OFF
60,20,30,OFF
52,4,43,OFF
69,38,43,ON
64,39,35,ON
13,37,27,ON
32,28,38,ON
6,2,24,OFF
10,9,22,ON
37,25,64,ON
65,41,22,ON
65,32,47,ON
34,38,29,OFF
74,8,62,OFF
13,22,27,ON
80,24,61,OFF
40,2,46,OFF
82,6,66,OFF
44,8,60,OFF
15,15,31,ON
17,11,61,ON
12,33,43,ON
24,25,50,ON
77,43,56,OFF
6,12,37,ON
48,8,34,ON
40,25,40,OFF
50,37,58,ON
20,1,48,ON
29,22,29,OFF
85,29,29,OFF
87,40,67,OFF
68,28,55,OFF
25,6,48,OFF
60,44,66,ON
77,4,50,OFF
50,1,43,OFF
29,19,66,ON
74,7,53,OFF
54,1,53,OFF
45,19,70,ON
43,14,28,OFF
6,42,53,OFF
74,2,63,OFF
88,28,55,OFF
89,20,28,OFF
64,12,41,ON
70,25,66,OFF
9,45,69,ON
28,0,66,OFF
56,44,48,ON
6,13,50,OFF
11,8,42,OFF
47,44,47,ON
82,11,37,OFF
7,35,58,ON
54,29,44,ON
75,16,43,OFF
57,27,30,OFF
9,10,55,ON
48,20,33,ON
54,16,36,ON
72,9,61,OFF
41,13,24,OFF
11,38,28,ON
10,17,57,ON
9,8,69,ON
30,8,32,ON
71,25,57,ON
62,24,30,OFF
85,5,62,OFF
5,40,30,ON
64,26,42,ON
54,31,69,ON
40,36,37,ON
75,40,59,ON
16,44,51,ON
66,33,29,ON
49,44,25,ON
45,41,57,ON
57,17,26,OFF
62,13,37,OFF
87,43,40,ON
53,21,45,ON
29,1,51,OFF
38,32,37,ON
74,24,36,ON
41,6,47,OFF
88,42,40,OFF
50,45,41,ON
69,24,26,OFF
24,28,21,ON
63,30,54,ON
80,27,37,OFF
85,26,55,ON
62,39,27,OFF
90,18,65,OFF
9,43,56,OFF
47,12,27,OFF
54,20,26,OFF
26,43,52,OFF
29,31,26,ON
66,15,37,ON
51,41,39,ON
67,34,24,ON
85,14,55,OFF
62,0,22,OFF
64,32,65,OFF
48,40,37,OFF
22,23,47,OFF
34,12,28,ON
36,18,62,OFF
11,3,35,ON
34,37,38,ON
4,42,45,ON
53,31,58,ON
77,36,60,OFF
59,24,55,ON
22,0,59,OFF
39,35,24,ON
35,29,60,ON
57,1,30,OFF
82,15,47,ON
18,7,56,ON
51,30,49,ON
80,2,61,OFF
76,24,25,OFF
36,1,32,OFF
86,10,33,OFF
47,9,59,OFF
42,29,61,ON
30,33,27,ON
58,27,33,ON
38,17,31,OFF
21,42,45,ON
23,38,51,OFF
10,39,44,ON
42,43,27,ON
20,26,43,OFF
71,23,27,OFF
54,29,58,ON
12,1,67,ON
79,20,30,OFF
52,30,34,ON
16,41,46,ON
64,6,21,OFF
50,3,27,OFF
84,11,39,ON
36,14,32,OFF
44,11,34,ON
61,31,26,ON
72,19,36,ON
8,45,65,ON
79,37,47,ON
76,36,32,OFF
74,39,45,ON
6,5,22,ON
78,35,59,OFF
50,27,46,OFF
83,40,49,OFF
57,19,34,ON
29,12,30,OFF
30,42,33,ON
74,28,55,ON
45,32,62,ON
16,14,49,ON
47,42,38,ON
7,3,47,ON
80,40,69,OFF
21,28,42,ON
34,10,26,ON
9,32,62,OFF
25,29,68,ON
58,20,70,OFF
65,21,69,ON
68,18,35,ON
79,39,62,ON
83,36,36,ON
21,23,46,ON
26,30,49,ON
14,34,43,ON
29,40,25,OFF
67,19,65,ON
37,41,33,ON
12,18,36,OFF
27,19,41,ON
13,41,30,ON
60,12,36,OFF
8,7,42,ON
45,44,41,OFF
67,16,21,OFF
59,34,43,ON
45,1,23,OFF
31,23,28,ON
19,2,49,ON
38,9,27,OFF
46,34,57,OFF
39,29,42,OFF
9,40,57,OFF
65,19,25,OFF
48,3,65,ON
74,28,47,OFF
15,19,53,ON
89,31,55,ON
77,41,34,OFF
25,11,47,ON
42,27,24,ON
73,7,33,OFF
34,38,35,ON
65,17,54,OFF
6,0,20,OFF
4,19,38,ON
69,9,61,OFF
21,40,25,ON
39,26,52,OFF
4,17,26,ON
35,32,50,ON
25,29,36,ON
29,10,35,OFF
14,0,30,ON
15,45,36,OFF
33,11,43,ON
36,30,65,ON
86,23,47,ON
13,36,70,ON
16,17,44,OFF
8,17,56,ON
86,7,43,OFF
27,37,68,OFF
84,41,62,OFF
50,31,48,ON
84,30,52,ON
36,0,51,OFF
54,21,55,OFF
28,36,40,ON
30,32,40,OFF
86,20,63,OFF
22,10,20,OFF
1,31,51,ON
20,5,66,ON
31,23,54,ON
48,1,48,OFF
68,17,40,OFF
86,25,40,OFF
62,6,67,OFF
50,41,55,OFF
8,32,50,ON
48,42,61,ON
13,27,53,ON
35,13,55,OFF
41,40,47,ON
46,44,59,OFF
60,27,45,ON
18,2,50,OFF
79,43,47,OFF
31,13,28,OFF
18,24,38,OFF
23,18,22,OFF
76,36,39,ON
52,4,59,ON
90,15,25,OFF
54,19,54,ON
81,23,58,OFF
7,37,54,OFF
70,12,27,OFF
78,38,69,ON
51,20,24,ON
79,19,57,OFF
44,23,22,ON
57,1,30,OFF
86,37,41,ON
84,10,45,OFF
17,37,53,ON
76,30,47,ON
72,12,38,ON
70,21,38,OFF
36,23,35,ON
16,28,69,ON
54,4,57,ON
27,11,66,ON
89,22,25,OFF
5,23,35,ON
56,38,32,OFF
27,10,53,OFF
60,24,27,OFF
16,15,62,ON
27,20,34,ON
90,2,63,OFF
28,7,40,OFF
87,6,52,OFF
29,26,49,ON
20,40,24,ON
61,1,56,OFF
5,0,45,OFF
49,1,54,OFF
42,4,23,OFF
67,35,36,ON
58,14,40,ON
55,23,39,ON
61,38,30,OFF
32,12,37,ON
13,2,39,ON
43,24,51,ON
65,32,40,OFF
80,13,55,OFF
49,17,35,ON
26,35,68,OFF
19,20,57,ON
2,7,43,OFF
83,30,25,OFF
64,45,44,ON
68,34,68,ON
80,2,65,ON
16,24,63,OFF
75,30,44,ON
63,16,57,OFF
49,17,62,OFF
68,24,42,ON
31,18,57,OFF
44,11,33,ON
33,40,66,ON
72,4,32,OFF
36,45,56,OFF
44,15,37,OFF
39,41,23,ON
49,37,38,ON
81,26,30,OFF
60,5,62,OFF
67,41,59,OFF
81,7,32,OFF
53,7,24,OFF
19,45,70,ON
46,22,32,ON
30,28,69,ON
5,25,35,OFF
85,15,31,OFF
7,31,32,OFF
90,12,20,OFF
11,44,67,OFF
39,28,39,ON
7,13,44,ON
21,40,60,ON
60,16,31,OFF
75,29,25,OFF
31,6,37,ON
44,27,41,ON
18,28,29,ON
14,32,30,OFF
15,10,62,ON
68,31,62,ON
38,31,38,ON
82,37,68,OFF
63,24,53,ON
42,27,33,OFF
29,0,42,OFF
41,30,32,ON
25,26,57,ON
14,33,29,ON
33,7,25,OFF
9,26,51,ON
66,22,58,OFF
9,20,32,ON
13,25,30,ON
3,26,20,OFF
75,33,36,OFF
52,22,21,ON
3,12,49,ON
77,40,39,OFF
40,17,27,ON
6,18,46,ON
52,17,69,ON
41,40,47,OFF
32,22,39,OFF
63,0,56,OFF
74,2,45,OFF
81,12,67,OFF
55,12,34,ON
36,38,20,ON
22,33,51,ON
47,36,44,ON
78,33,34,ON
48,43,33,OFF
80,4,46,OFF
37,26,37,ON
27,45,49,ON
23,15,65,ON
83,42,50,ON
4,9,66,ON
83,18,56,OFF
62,1,26,OFF
38,19,29,ON
43,19,35,ON
72,27,31,OFF
42,22,34,ON
59,34,39,ON
62,32,69,ON
40,38,49,ON
88,39,40,ON
46,40,27,ON
29,8,70,ON
74,20,49,ON
65,19,23,OFF
83,16,62,OFF
61,16,26,OFF
58,25,23,ON
86,35,55,ON
77,45,67,OFF
11,34,65,ON
29,25,66,ON
70,5,49,OFF
22,9,62,OFF
85,22,67,ON
24,10,47,OFF
66,12,58,ON
44,18,48,OFF
13,36,58,ON
79,33,42,OFF
47,11,23,OFF
70,12,67,OFF
4,9,70,OFF
78,16,21,OFF
52,43,62,ON
81,11,43,ON
72,3,38,OFF
36,31,63,ON
83,26,25,ON
43,18,20,ON
43,22,65,ON
53,32,36,ON
53,30,40,ON
63,41,60,ON
43,33,33,OFF
43,3,62,OFF
18,18,22,OFF
69,16,64,ON
24,19,65,ON
84,16,43,OFF
71,13,42,OFF
32,33,63,ON
16,4,53,ON
39,4,62,ON
18,36,61,OFF
7,34,21,ON
50,45,66,OFF
55,20,52,OFF
46,4,39,OFF
53,2,38,OFF
70,22,43,ON
20,17,23,ON
38,9,57,OFF
78,33,47,OFF
78,37,54,OFF
20,29,44,OFF
73,26,31,OFF
24,45,24,ON
39,3,21,OFF
42,4,45,OFF
75,41,21,OFF
88,10,27,OFF
48,44,27,ON
45,21,63,OFF
67,31,32,ON
38,8,55,OFF
13,9,62,ON
46,18,58,OFF
12,41,67,ON
85,39,20,ON
84,38,29,OFF
79,13,32,OFF
75,5,20,OFF
66,3,44,OFF
30,24,60,OFF
41,12,45,OFF
2,37,34,ON
40,1,27,OFF
8,2,39,ON
83,9,66,ON
35,13,49,ON
82,29,60,OFF
42,9,48,OFF
62,35,26,ON
63,11,25,OFF
6,18,32,ON
69,32,69,OFF
46,42,36,ON
6,19,44,ON
37,5,60,ON
85,25,47,OFF
13,44,43,OFF
60,34,27,OFF
28,38,49,ON
86,43,47,ON
36,28,21,ON
33,18,66,ON
13,8,41,OFF
76,38,35,ON
5,35,56,ON
16,30,20,ON
12,42,61,ON
23,35,56,ON
19,30,69,ON
49,25,26,ON
16,13,23,ON
74,42,70,ON
69,43,20,ON
1,13,49,ON
59,44,54,ON
48,33,52,ON
25,42,69,OFF
61,42,26,ON
19,37,61,ON
18,20,63,ON
22,14,32,ON
24,35,68,ON
84,8,36,OFF
29,24,55,ON
26,11,30,OFF
48,33,61,ON
5,6,51,OFF
13,21,49,ON
34,28,24,ON
51,45,28,ON
58,12,38,ON
55,34,20,ON
45,35,26,OFF
11,27,24,ON
3,15,59,ON
41,25,65,ON
73,6,32,ON
56,28,61,OFF
57,22,53,ON
56,30,65,ON
83,15,43,ON
33,44,47,OFF
31,33,49,OFF
37,20,65,ON
24,35,41,ON
87,9,65,ON
28,11,20,ON
83,12,68,ON
71,15,48,OFF
90,28,53,ON
21,20,34,ON
72,1,59,OFF
63,35,42,ON
40,3,29,OFF
8,26,52,ON
34,20,32,OFF
72,45,68,ON
4,6,26,ON
86,2,63,OFF
57,28,64,OFF
80,25,66,OFF
75,23,65,OFF
29,21,59,OFF
2,37,50,ON
5,33,35,OFF
81,15,62,OFF
44,31,46,ON
11,39,67,ON
23,3,43,OFF
53,8,28,OFF
74,35,35,OFF
86,20,46,OFF
34,35,42,ON
41,30,26,ON
57,11,66,ON
9,40,45,OFF
13,29,70,ON
75,7,30,OFF
62,28,30,OFF
68,1,38,OFF
10,15,31,ON
89,23,43,OFF
78,41,60,OFF
84,15,21,OFF
50,44,58,ON
40,4,21,OFF
42,6,46,OFF
9,23,57,ON
2,20,60,ON
41,24,55,ON
67,14,58,OFF
12,43,24,ON
78,33,44,ON
64,21,60,OFF
78,3,67,OFF
50,2,34,OFF
15,31,31,ON
43,30,69,ON
57,0,30,OFF
6,15,33,ON
30,4,39,OFF
12,17,54,ON
70,8,55,OFF
33,45,66,ON
67,17,66,ON
11,15,43,ON
18,30,46,ON
24,29,53,ON
76,13,30,OFF
64,45,39,OFF
24,24,59,OFF
10,42,44,OFF
85,5,27,OFF
76,13,53,OFF
52,17,25,OFF
66,17,64,ON
32,26,38,ON
79,20,48,ON
23,11,43,ON
5,29,54,ON
30,11,47,OFF
86,29,45,OFF
78,35,59,OFF
81,17,64,ON
90,0,59,OFF
16,24,61,ON
48,5,43,OFF
54,16,27,ON
85,8,70,ON
17,17,69,ON
33,21,61,OFF
39,3,40,OFF
15,4,51,ON
60,18,20,OFF
65,26,65,OFF
42,37,21,ON
73,18,49,ON
50,44,32,ON
17,2,52,OFF
12,42,47,ON
6,28,69,ON
31,9,34,OFF
63,11,48,OFF
20,30,22,ON
69,32,47,ON
40,1,59,OFF
86,45,57,ON
21,8,70,ON
62,26,58,OFF
36,45,58,ON
64,35,51,ON
73,32,32,OFF
83,5,46,OFF
59,30,25,ON
85,4,44,OFF
39,40,22,ON
86,7,47,OFF
12,40,70,ON
29,41,66,ON
53,10,26,ON
23,23,48,ON
41,17,53,OFF
50,36,26,ON
70,9,31,OFF
2,45,39,OFF
49,28,36,OFF
84,2,40,OFF
79,40,53,ON
28,45,22,ON
34,38,25,ON
85,24,38,ON
22,7,66,ON
38,32,49,OFF
50,5,26,OFF
46,29,36,ON
33,3,35,OFF
84,15,41,OFF
75,34,54,OFF
15,32,33,ON
41,40,48,ON
44,37,31,ON
37,44,42,ON
28,2,66,OFF
77,43,45,ON
18,16,69,ON
35,7,41,OFF
32,24,70,ON
88,23,41,OFF
22,3,36,OFF
36,1,47,OFF
81,3,38,OFF
49,20,33,OFF
89,22,59,OFF
51,37,28,ON
66,39,30,ON
27,14,67,ON
2,15,69,ON
11,17,35,OFF
53,3,38,OFF
37,33,50,OFF
8,7,40,ON
73,40,42,ON
51,43,27,OFF
24,12,48,OFF
25,32,24,ON
39,31,33,OFF
67,25,59,OFF
14,33,33,ON
74,45,26,OFF
51,7,60,ON
75,43,26,OFF
61,4,34,OFF
3,8,48,OFF
19,39,47,ON
43,44,34,ON
44,15,70,OFF
89,20,63,OFF
81,26,41,OFF
50,9,30,ON
15,40,54,ON
9,19,58,OFF
27,0,45,OFF
56,31,54,ON
85,37,60,ON
50,4,40,OFF
21,33,39,ON
71,8,20,OFF
41,8,62,OFF
20,5,59,OFF
40,40,57,ON
52,5,67,ON
31,35,41,OFF
60,15,37,ON
26,39,62,ON
43,30,47,ON
88,19,41,ON
34,35,29,OFF
86,6,45,OFF
86,27,30,OFF
11,14,70,ON
85,33,59,ON
72,43,25,ON
11,45,32,OFF
40,4,62,ON
38,4,48,OFF
14,20,51,ON
71,7,54,OFF
27,0,62,OFF
64,30,47,ON
65,29,61,ON
8,41,40,ON
11,4,42,ON
61,34,56,OFF
37,39,23,ON
83,7,60,OFF
17,5,47,ON
42,27,58,OFF
31,35,24,OFF
16,32,29,ON
87,2,23,OFF
71,18,22,OFF
76,1,39,OFF
32,33,36,ON
19,5,28,ON
56,1,25,OFF
4,42,40,ON
89,43,54,OFF
81,25,55,ON
36,40,22,ON
36,21,36,OFF
67,23,42,OFF
52,33,32,ON
12,1,24,ON
54,29,31,ON
3,40,57,ON
9,26,64,ON
68,22,67,OFF
85,3,64,ON
54,37,60,ON
24,6,24,OFF
60,15,36,OFF
43,36,39,ON
17,43,65,ON
2,19,60,ON
15,6,22,ON
6,4,41,ON
76,17,45,ON
26,17,42,OFF
64,26,29,OFF
39,8,20,ON
44,33,43,ON
27,23,22,ON
82,15,42,OFF
47,36,64,ON
41,30,52,ON
53,5,50,ON
52,40,67,ON
44,17,33,ON
6,24,56,OFF
33,3,57,OFF
85,19,24,OFF
49,29,54,ON
22,27,25,ON
90,7,70,ON
82,44,49,OFF
2,35,55,ON
79,8,57,OFF
55,12,61,ON
73,37,60,OFF
2,41,67,ON
77,3,22,OFF
35,3,27,OFF
49,29,47,ON
66,19,46,ON
65,15,67,OFF
67,10,43,OFF
75,32,46,ON
66,25,62,OFF
51,7,24,ON
62,1,34,OFF
65,11,54,OFF
34,7,31,ON
7,27,60,ON
28,9,45,OFF
19,0,66,OFF
51,24,51,ON
70,26,64,OFF
51,22,64,ON
28,9,43,OFF
20,17,51,ON
19,40,42,ON
73,36,47,OFF
2,21,31,ON
25,0,61,OFF
81,28,59,ON
49,45,54,ON
37,42,50,ON
81,8,66,ON
8,40,34,ON
85,3,39,OFF
83,3,64,OFF
59,14,25,ON
83,17,57,OFF
82,44,20,OFF
42,4,50,OFF
70,21,47,OFF
39,6,28,ON
82,3,27,OFF
32,19,40,ON
45,5,58,OFF
9,29,50,ON
11,35,21,OFF
6,11,55,ON
79,27,57,OFF
45,38,70,ON
12,13,48,OFF
81,1,28,OFF
12,15,65,OFF
36,41,39,ON
49,29,24,ON
34,29,42,ON
19,22,28,OFF
76,5,41,OFF
15,39,62,ON
53,28,60,OFF
52,10,59,OFF
10,9,63,OFF
32,42,44,OFF
75,6,42,OFF
86,8,22,OFF
82,38,20,ON
72,19,63,OFF
58,6,27,OFF
13,20,49,OFF
84,22,31,OFF
26,33,22,ON
29,18,34,OFF
12,27,57,OFF
28,10,55,OFF
50,10,32,ON
37,45,25,ON
37,22,60,OFF
38,32,26,ON
8,14,23,OFF
48,19,24,OFF
38,3,66,ON
54,12,29,ON
11,2,57,ON
41,16,21,OFF
74,11,47,OFF
14,31,36,ON
80,15,56,OFF
62,44,63,ON
82,25,45,OFF
9,14,55,ON
32,27,30,OFF
50,21,24,OFF
19,14,28,ON
82,3,50,OFF
79,4,33,OFF
45,26,49,ON
65,7,45,OFF
14,6,59,ON
52,34,36,ON
35,8,29,OFF
81,28,40,ON
66,39,26,OFF
46,25,62,OFF
80,2,60,OFF
82,23,51,ON
35,38,30,OFF
66,25,51,OFF
14,39,31,OFF
18,42,58,OFF
38,39,65,ON
46,40,68,ON
75,17,52,OFF
40,7,38,OFF
23,39,49,OFF
33,20,45,ON
6,21,64,ON
32,2,28,ON
77,43,28,ON
18,12,30,ON
22,34,49,ON
9,25,47,ON
38,11,20,OFF
71,15,66,ON
74,3,35,OFF
78,27,68,ON
37,38,38,ON
31,37,69,OFF
82,20,31,OFF
4,10,38,ON
54,13,21,OFF
86,41,28,OFF
33,44,69,OFF
6,13,64,ON
47,18,52,OFF
65,3,70,OFF
14,43,61,ON
59,24,64,OFF
90,29,49,OFF
59,8,55,ON
54,31,39,ON
23,3,27,OFF
47,23,56,ON
34,35,42,ON
24,25,24,OFF
64,8,65,OFF
45,41,59,ON
35,38,64,ON
30,37,39,ON
77,34,37,ON
52,42,39,ON
35,43,70,ON
72,33,43,OFF
63,44,68,ON
3,30,46,ON
87,12,51,OFF
17,29,41,ON
78,28,33,ON
62,40,64,OFF
59,21,47,ON
63,45,62,OFF
35,44,45,ON
34,20,57,OFF
73,10,23,OFF
72,31,60,OFF
59,41,52,OFF
36,26,55,OFF
12,30,36,OFF
49,5,67,ON
15,9,20,ON
29,6,67,ON
27,1,42,OFF
32,13,29,OFF
62,43,58,ON
84,18,25,OFF
57,9,38,OFF
23,38,26,ON
27,7,26,ON
31,29,59,ON
51,40,25,ON
41,0,41,OFF
35,18,34,OFF
47,18,59,ON
29,15,23,OFF
14,26,34,ON
81,41,59,OFF
28,20,61,OFF
31,31,41,ON
75,6,36,OFF
6,38,68,ON
9,29,33,ON
22,20,52,ON
45,13,58,ON
35,29,23,ON
83,27,49,ON
34,6,50,OFF
23,0,42,OFF
8,20,24,ON
43,1,53,OFF
71,34,52,OFF
77,0,57,OFF
55,8,55,ON
26,37,47,ON
19,19,45,OFF
78,19,41,OFF
7,36,53,ON
74,0,59,OFF
19,28,57,ON
88,41,22,OFF
46,3,66,ON
51,29,45,ON
16,16,46,OFF
69,13,32,ON
84,33,37,OFF
56,21,38,ON
34,42,38,ON
67,40,29,OFF
37,24,60,OFF
86,35,59,ON
58,20,66,ON
85,20,64,ON
15,5,49,ON
41,11,35,OFF
66,40,67,OFF
30,19,35,ON
17,33,60,OFF
17,29,27,ON
87,45,41,ON
1,19,44,OFF
75,31,54,ON
59,27,29,ON
49,7,47,OFF
69,2,35,OFF
76,12,56,OFF
2,11,54,ON
7,28,33,ON
35,38,35,ON
10,5,66,OFF
35,1,53,OFF
14,6,28,OFF
80,35,60,OFF
5,37,63,ON
82,41,32,ON
29,45,64,ON
15,27,44,ON
87,20,67,OFF
29,20,38,OFF
65,5,50,OFF
61,34,67,ON
51,2,69,OFF
69,34,33,OFF
48,37,36,ON
53,24,51,ON
25,14,39,ON
9,1,61,OFF
18,29,33,ON
24,1,26,OFF
20,1,25,OFF
1,0,49,OFF
63,39,36,ON
85,6,70,OFF
16,27,29,ON
16,2,23,ON
51,31,44,ON
50,7,33,OFF
27,25,21,ON
54,9,50,OFF
34,8,54,OFF
69,16,46,ON
78,1,30,OFF
90,13,66,OFF
74,11,61,OFF
56,41,59,ON
70,18,38,OFF
58,43,67,ON
13,41,37,ON
65,21,24,OFF
13,23,54,OFF
30,21,62,ON
62,29,27,ON
48,21,44,ON
17,36,20,ON
88,36,30,ON
43,18,20,OFF
45,11,58,OFF
56,37,34,ON
74,14,40,OFF
69,6,25,OFF
42,44,41,ON
41,33,38,ON
41,2,55,OFF
84,40,25,OFF
5,24,34,OFF
34,21,34,ON
74,1,56,OFF
32,24,46,OFF
68,23,27,ON
58,35,21,ON
65,35,65,OFF
70,23,45,OFF
42,31,22,ON
70,34,42,ON
7,21,65,ON
22,32,28,OFF
12,15,67,ON
67,17,34,ON
17,35,25,OFF
72,0,50,OFF
47,45,23,OFF
72,34,55,ON
83,2,20,OFF
33,39,53,ON
24,44,25,ON
85,19,28,OFF
73,0,27,OFF
87,26,69,ON
74,10,70,ON
11,35,27,ON
42,15,53,ON
69,9,30,OFF
66,7,36,OFF
5,6,58,OFF
80,20,62,OFF
31,19,31,OFF
40,28,22,ON
15,21,42,ON
87,37,31,OFF
51,3,34,ON
74,25,49,OFF
14,29,53,ON
27,28,24,ON
87,3,44,OFF
42,2,32,ON
19,23,63,ON
33,34,59,OFF
35,36,30,OFF
25,0,40,OFF
16,4,25,ON
83,20,30,OFF
57,41,50,ON
24,29,68,ON
77,17,44,OFF
10,44,42,OFF
3,26,44,ON
14,5,27,OFF
3,45,55,ON
87,32,39,ON
90,33,47,ON
81,41,32,OFF
61,44,52,OFF
67,19,37,OFF
31,11,41,ON
30,34,39,OFF
33,24,38,ON
85,2,64,ON
83,22,49,OFF
46,2,26,ON
54,22,60,ON
17,2,23,OFF
71,36,32,OFF
54,25,36,ON
43,2,27,OFF
35,29,47,ON
30,17,50,OFF
26,16,39,OFF
74,29,64,OFF
83,17,47,ON
34,0,45,OFF
71,27,25,ON
8,34,53,ON
60,13,67,OFF
79,36,65,OFF
77,30,64,ON
70,31,27,OFF
58,27,54,OFF
23,37,42,ON
28,40,63,ON
59,38,57,ON
15,39,23,OFF
24,45,62,ON
27,43,36,OFF
60,0,68,OFF
45,9,47,OFF
39,13,50,OFF
1,41,41,ON
24,32,36,ON
1,32,25,ON
89,44,59,OFF
19,14,20,ON
24,19,20,OFF
75,14,26,OFF
65,29,34,ON
61,42,63,OFF
67,44,51,OFF
61,1,68,OFF
70,16,55,OFF
69,27,57,ON
25,27,37,ON
44,29,29,ON
15,23,68,ON
9,10,36,ON
86,12,28,OFF
1,22,20,ON
41,11,57,ON
3,39,55,ON
7,16,25,ON
57,13,47,OFF
88,20,50,OFF
30,45,39,OFF
4,11,21,OFF
23,15,24,ON
69,11,23,OFF
37,25,66,ON
19,21,32,ON
15,1,63,ON
28,25,70,ON
77,36,67,ON
